,id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total
2768,3957-LXOLK,sim,feminino,1,nao,nao,28.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,106.15,3152.5
2769,3957-SQXML,nao,feminino,0,sim,sim,34.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),24.95,894.3
2770,3961-SXAXY,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),44.05,44.05
2771,3963-RYFNS,nao,feminino,0,nao,nao,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),116.45,8013.55
2772,3966-HRMZA,nao,feminino,1,nao,nao,3.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,nao,mes a mes,nao,cheque pelo correio,75.05,202.9
2773,3967-KXAPS,nao,masculino,0,sim,nao,72.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),92.3,6719.9
2774,3967-VQOGC,nao,feminino,0,sim,sim,67.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cheque pelo correio,24.9,1680.25
2775,3969-GYXEL,nao,feminino,0,nao,nao,11.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,76.4,838.7
2776,3969-JQABI,nao,feminino,0,sim,nao,58.0,sim,nao,DSL,sim,sim,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),65.25,3791.6
2777,3970-XGJDU,nao,feminino,0,nao,nao,62.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),19.2,1123.65
2778,3973-SKMLN,nao,masculino,0,nao,nao,71.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),19.9,1355.1
2779,3976-BWUCK,sim,feminino,0,sim,nao,30.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,nao,mes a mes,sim,cartao de credito (automatico),94.1,2804.45
2780,3976-HXHCE,nao,masculino,0,nao,nao,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.3,1414.8
2781,3976-NLDEZ,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.6,20.6
2782,3977-QCRSL,nao,feminino,0,nao,nao,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.15,117.95
2783,3978-YNKDD,nao,masculino,0,nao,sim,19.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),20.85,467.5
2784,3981-QSVQI,nao,masculino,0,nao,nao,8.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,transferencia bancaria (automatica),19.7,168.9
2785,3982-DQLUS,nao,masculino,1,sim,sim,65.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,85.75,5688.45
2786,3982-JGSFD,nao,masculino,0,nao,nao,36.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cartao de credito (automatico),20.35,695.85
2787,3982-XWFZQ,sim,feminino,0,sim,nao,42.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,50.25,2203.65
2788,3985-HOYPM,nao,masculino,0,nao,nao,26.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.4,525.55
2789,3987-KQDDU,nao,masculino,0,nao,nao,9.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,75.6,661.55
2790,3988-RQIXO,sim,feminino,1,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,91.3,91.3
2791,3990-QYKBE,sim,masculino,1,sim,nao,37.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,92.5,3473.4
2792,3992-YWPKO,sim,feminino,0,nao,nao,6.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),109.9,669.45
2793,3995-WFCSM,nao,feminino,0,nao,nao,2.0,sim,nao,DSL,nao,nao,sim,nao,nao,sim,mes a mes,nao,cheque eletronico,60.85,111.4
2794,3996-ZNWYK,nao,masculino,1,sim,sim,71.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.8,1388.45
2795,3999-QGRJH,sim,masculino,1,nao,nao,8.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.7,560.85
2796,3999-WRNGR,nao,feminino,0,sim,sim,60.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,49.75,3069.45
2797,4000-VGMQP,nao,masculino,0,sim,sim,38.0,sim,sim,DSL,nao,sim,sim,nao,sim,sim,um ano,nao,cartao de credito (automatico),78.95,2862.55
2798,4001-TSBTV,nao,feminino,0,sim,sim,58.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,nao,mes a mes,sim,cheque eletronico,91.55,5511.65
2799,4002-BQWPQ,nao,masculino,0,nao,nao,25.0,sim,sim,DSL,sim,sim,sim,sim,nao,sim,mes a mes,nao,transferencia bancaria (automatica),81.75,2028.8
2800,4003-FUSHP,nao,masculino,0,nao,nao,19.0,sim,nao,DSL,nao,nao,nao,sim,sim,nao,mes a mes,sim,cartao de credito (automatico),61.55,1093.2
2801,4003-OCTMP,nao,feminino,0,sim,nao,31.0,sim,nao,DSL,sim,nao,nao,sim,nao,sim,um ano,sim,cheque eletronico,64.0,1910.75
2802,4006-HKYHO,nao,masculino,0,nao,nao,63.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),86.7,5309.5
2803,4007-NHVHI,nao,feminino,1,nao,nao,56.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,96.85,5219.65
2804,4009-ALQFH,sim,feminino,0,nao,nao,25.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,99.5,2369.05
2805,4010-YLMVT,nao,feminino,0,nao,nao,56.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),106.6,5893.95
2806,4011-ARPHK,nao,masculino,0,nao,nao,27.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,50.35,1411.35
2807,4012-YCFAI,nao,masculino,0,sim,nao,60.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,dois anos,sim,cheque pelo correio,61.35,3766.2
2808,4012-ZTHBR,nao,feminino,0,sim,sim,21.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,44.95,926.25
2809,4013-GUXND,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.8,20.8
2810,4013-TLDHQ,sim,masculino,0,nao,nao,19.0,sim,nao,fibra otica,nao,sim,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,78.25,1490.95
2811,4013-UBXWQ,sim,feminino,0,nao,nao,7.0,sim,sim,DSL,nao,nao,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,74.65,521.1
2812,4016-BJKTZ,nao,feminino,0,nao,nao,25.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,nao,cheque eletronico,108.9,2809.05
2813,4018-KJYUY,nao,masculino,0,nao,sim,22.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),20.15,432.5
2814,4018-PPNDW,nao,feminino,0,sim,sim,61.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cheque pelo correio,24.1,1551.6
2815,4020-KIUDI,nao,masculino,0,sim,sim,6.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),19.85,138.85
2816,4021-RQSNY,sim,masculino,1,sim,nao,29.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,98.5,3004.15
2817,4023-RTIQM,nao,feminino,1,sim,nao,31.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,nao,sim,um ano,sim,cartao de credito (automatico),50.4,1580.1
2818,4024-CSNBY,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,sim,sim,nao,nao,dois anos,sim,transferencia bancaria (automatica),94.25,6849.75
2819,4026-SKKHW,nao,masculino,0,nao,nao,3.0,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque pelo correio,50.25,152.3
2820,4029-HPFVY,nao,masculino,0,nao,nao,3.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,70.3,220.4
2821,4030-VPZBD,sim,feminino,0,nao,nao,2.0,nao,sem servico de telefone,DSL,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,30.9,59.05
2822,4032-RMHCI,nao,feminino,0,sim,sim,41.0,nao,sem servico de telefone,DSL,sim,nao,sim,nao,nao,nao,um ano,nao,cartao de credito (automatico),35.4,1412.4
2823,4039-HEUNW,sim,masculino,1,sim,nao,36.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,96.5,3436.1
2824,4039-PIMHX,nao,masculino,1,sim,nao,49.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,dois anos,nao,cheque pelo correio,49.8,2398.4
2825,4043-MKDTV,nao,masculino,0,sim,nao,71.0,sim,nao,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,105.25,7291.75
2826,4049-ZPALD,nao,feminino,0,sim,nao,64.0,sim,nao,fibra otica,sim,nao,sim,nao,sim,sim,dois anos,sim,transferencia bancaria (automatica),99.0,6375.8
2827,4054-CumIA,nao,feminino,0,sim,sim,18.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,20.25,401.95
2828,4056-QHXHZ,nao,feminino,0,sim,sim,72.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,nao,cheque pelo correio,107.45,7576.7
2829,4057-FKCZK,nao,masculino,0,sim,sim,58.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,dois anos,nao,transferencia bancaria (automatica),82.5,4828.05
2830,4059-IIEBK,nao,feminino,0,nao,nao,7.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),78.55,522.95
2831,4060-LDNLU,nao,masculino,0,nao,nao,7.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,nao,cheque eletronico,96.2,639.7
2832,4061-UKJWL,nao,masculino,0,nao,nao,3.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,45.45,141.7
2833,4062-HBMOS,nao,masculino,0,nao,nao,52.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,103.05,5364.8
2834,4063-EIKNQ,nao,masculino,0,sim,sim,11.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,transferencia bancaria (automatica),20.95,267.35
2835,4065-JJAVA,nao,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,49.5,49.5
2836,4067-HLYQI,nao,feminino,0,nao,nao,33.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),70.4,2406.1
2837,4070-OKWVH,nao,feminino,0,sim,nao,52.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,mes a mes,nao,transferencia bancaria (automatica),94.6,5025.8
2838,4072-IPYLT,nao,feminino,0,sim,sim,36.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),51.05,1815.0
2839,4074-SJFFA,sim,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque pelo correio,54.75,54.75
2840,4075-JFPGR,nao,feminino,0,sim,nao,51.0,sim,nao,fibra otica,sim,sim,sim,nao,sim,nao,um ano,sim,cheque eletronico,93.5,4619.55
2841,4075-WKNIU,nao,feminino,0,sim,sim,24.0,sim,sim,DSL,nao,sim,sim,sim,sim,nao,dois anos,nao,cheque pelo correio,73.35,1760.3999999999999
2842,4077-CROMM,sim,feminino,0,sim,sim,31.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,104.2,3243.45
2843,4077-HWUYD,nao,masculino,0,sim,sim,72.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),87.55,6463.15
2844,4078-SAYYN,sim,feminino,0,nao,nao,11.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,100.75,1129.75
2845,4079-ULGFR,nao,masculino,0,nao,nao,16.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.0,275.7
2846,4079-VTGLK,nao,masculino,1,sim,nao,30.0,sim,sim,DSL,nao,nao,sim,nao,sim,sim,dois anos,nao,cheque eletronico,74.85,2181.75
2847,4079-WWQQQ,nao,masculino,0,nao,nao,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),65.55,4807.45
2848,4080-IIARD,nao,feminino,0,sim,nao,13.0,sim,sim,DSL,sim,sim,nao,sim,sim,nao,mes a mes,sim,cheque eletronico,76.2,981.45
2849,4080-OGPJL,sim,feminino,0,nao,nao,8.0,sim,sim,DSL,sim,nao,nao,sim,nao,sim,mes a mes,nao,cheque eletronico,71.15,563.65
2850,4081-DYXAV,sim,feminino,0,nao,nao,19.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,sim,um ano,sim,cartao de credito (automatico),44.85,893.55
2851,4083-BFNYK,nao,feminino,1,sim,nao,38.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,um ano,nao,cartao de credito (automatico),95.0,3591.25
2852,4083-EUGRJ,sim,masculino,0,nao,nao,9.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.25,178.5
2853,4086-ATNFV,nao,feminino,0,sim,sim,34.0,sim,nao,DSL,sim,sim,sim,nao,nao,nao,um ano,sim,cheque pelo correio,60.8,2042.05
2854,4086-WITJG,nao,masculino,0,sim,sim,71.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.7,1301.1
2855,4086-YQSNZ,sim,feminino,1,sim,nao,3.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,80.4,224.05
2856,4088-YLDSU,sim,masculino,0,sim,nao,55.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,um ano,sim,cheque eletronico,104.15,5743.05
2857,4090-KPJIP,nao,feminino,0,nao,nao,3.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.95,212.4
2858,4091-TVOCN,nao,masculino,0,nao,sim,48.0,sim,sim,DSL,sim,nao,sim,nao,sim,sim,um ano,sim,cartao de credito (automatico),78.75,3682.45
2859,4092-OFQZS,nao,masculino,0,sim,nao,20.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,20.65,417.5
2860,4094-NSEDU,sim,feminino,1,nao,nao,21.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.25,1973.75
2861,4097-YODCF,nao,masculino,0,nao,sim,34.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,um ano,sim,cheque eletronico,103.8,3470.8
2862,4098-NAUKP,nao,masculino,1,sim,sim,68.0,sim,sim,fibra otica,nao,sim,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,84.65,5683.6
2863,4102-HLENU,nao,feminino,0,sim,nao,67.0,sim,sim,DSL,sim,sim,sim,nao,nao,nao,dois anos,nao,cheque pelo correio,65.65,4322.85
2864,4102-OQUPX,sim,masculino,1,sim,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.4,74.4
2865,4104-PVRPS,nao,masculino,0,sim,nao,24.0,sim,nao,DSL,sim,nao,nao,sim,nao,nao,mes a mes,nao,cheque pelo correio,53.6,1315.35
2866,4106-HADHQ,sim,masculino,0,sim,sim,39.0,sim,nao,DSL,sim,nao,sim,sim,sim,sim,um ano,nao,cartao de credito (automatico),80.0,3182.95
2867,4109-CYRBD,nao,masculino,1,sim,nao,29.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,51.6,1442.0
2868,4110-PFEUZ,sim,feminino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,69.55,69.55
2869,4111-BNXIF,nao,feminino,0,sim,sim,67.0,nao,sem servico de telefone,DSL,nao,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,59.55,4103.9
2870,4112-LUEIZ,sim,masculino,0,nao,nao,10.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,89.5,863.1
2871,4114-QMKVN,nao,feminino,0,sim,sim,56.0,sim,sim,DSL,sim,sim,nao,nao,nao,sim,um ano,nao,transferencia bancaria (automatica),68.75,3815.4
2872,4115-BNPJY,nao,masculino,0,sim,sim,29.0,sim,nao,DSL,nao,nao,sim,sim,sim,sim,dois anos,nao,cheque pelo correio,75.55,2054.4
2873,4115-NZRKS,nao,feminino,1,nao,nao,7.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,89.15,574.35
2874,4115-umJFQ,nao,masculino,0,nao,nao,69.0,nao,sem servico de telefone,DSL,nao,sim,sim,nao,nao,nao,um ano,sim,transferencia bancaria (automatica),35.75,2492.25
2875,4116-IQRFR,nao,masculino,0,sim,sim,4.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),24.1,73.1
2876,4116-TZAQJ,sim,feminino,0,nao,nao,9.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),74.25,639.65
2877,4118-CEVPF,nao,feminino,1,nao,nao,35.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),110.8,3836.3
2878,4119-ZYPZY,nao,masculino,1,nao,nao,71.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,dois anos,sim,cheque eletronico,106.8,7623.2
2879,4121-AGSIN,nao,feminino,0,sim,sim,58.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cartao de credito (automatico),24.5,1497.9
2880,4123-DVHPH,nao,masculino,0,sim,nao,9.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,88.05,801.3
2881,4123-FCVCB,nao,feminino,0,nao,nao,12.0,sim,sim,DSL,nao,nao,nao,sim,sim,sim,um ano,sim,cheque pelo correio,75.85,854.45
2882,4124-MMETB,sim,masculino,0,nao,nao,22.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),94.65,2104.55
2883,4128-ETESU,nao,feminino,1,sim,nao,47.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,nao,cheque eletronico,99.7,4747.2
2884,4129-LYCOI,nao,feminino,0,nao,sim,67.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,dois anos,sim,cheque eletronico,104.0,7039.05
2885,4130-MZLCC,nao,feminino,0,nao,nao,5.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),50.55,244.75
2886,4132-KALRO,nao,feminino,0,nao,nao,4.0,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mes a mes,sim,cheque pelo correio,100.85,399.25
2887,4132-POCZS,nao,masculino,0,sim,nao,52.0,nao,sem servico de telefone,DSL,sim,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,39.9,2020.9
2888,4134-BSXLX,nao,masculino,0,sim,nao,28.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,mes a mes,nao,cheque pelo correio,60.9,1785.65
2889,4135-FRWKJ,nao,feminino,1,sim,sim,55.0,sim,sim,DSL,sim,nao,sim,sim,sim,nao,um ano,nao,cheque eletronico,76.25,4154.55
2890,4137-BTIKL,nao,masculino,0,nao,nao,2.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,sim,mes a mes,nao,cheque pelo correio,90.75,174.75
2891,4137-JOPHL,nao,feminino,0,nao,nao,50.0,sim,nao,fibra otica,nao,nao,sim,sim,nao,sim,dois anos,sim,transferencia bancaria (automatica),89.7,4304.5
2892,4138-NAXED,nao,masculino,0,nao,nao,51.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),81.0,4085.75
2893,4139-DETXS,nao,feminino,0,sim,sim,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),64.45,4528.0
2894,4139-JPIAM,nao,masculino,0,nao,nao,51.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,nao,sim,mes a mes,sim,cartao de credito (automatico),44.45,2181.55
2895,4139-SUGLD,sim,masculino,0,sim,sim,31.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,nao,nao,mes a mes,nao,transferencia bancaria (automatica),35.4,1077.5
2896,4140-MUHUG,sim,feminino,1,nao,nao,3.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,nao,mes a mes,sim,cheque eletronico,86.85,220.95
2897,4140-WJAWW,sim,feminino,0,nao,nao,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),19.85,108.05
2898,4143-HHPMK,sim,masculino,0,nao,nao,52.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,85.35,4338.6
2899,4143-OOBWZ,sim,masculino,0,sim,nao,5.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,81.3,416.3
2900,4145-UQXUQ,sim,feminino,1,nao,nao,8.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,92.1,729.95
2901,4146-SVFUD,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,44.6,44.6
2902,4154-AQUGT,sim,masculino,1,sim,nao,13.0,sim,nao,fibra otica,nao,sim,nao,sim,nao,sim,mes a mes,sim,transferencia bancaria (automatica),89.05,1169.35
2903,4159-NAAIX,nao,feminino,0,nao,nao,63.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,dois anos,nao,transferencia bancaria (automatica),97.45,6253.0
2904,4160-AMJTL,sim,feminino,1,nao,nao,8.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,19.65,164.3
2905,4163-HFTUK,nao,masculino,0,nao,nao,51.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque eletronico,19.1,1007.8
2906,4163-KIUHY,nao,masculino,0,nao,nao,35.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque eletronico,25.6,901.25
2907,4163-NCJAK,nao,feminino,0,sim,nao,46.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,transferencia bancaria (automatica),24.45,1066.15
2908,4174-LPGTI,sim,feminino,0,sim,sim,41.0,sim,nao,DSL,nao,sim,nao,sim,nao,sim,um ano,sim,transferencia bancaria (automatica),66.5,2728.6
2909,4176-FXYBO,nao,masculino,0,sim,nao,54.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mes a mes,nao,cheque eletronico,109.55,6118.95
2910,4176-RELJR,nao,masculino,1,nao,nao,67.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),25.1,1672.15
2911,4177-JPDFU,nao,masculino,0,nao,nao,12.0,nao,sem servico de telefone,DSL,nao,sim,nao,sim,nao,nao,mes a mes,nao,cheque pelo correio,34.0,442.45
2912,4178-EGMON,nao,masculino,0,sim,nao,70.0,sim,sim,fibra otica,sim,sim,nao,sim,nao,nao,dois anos,sim,cartao de credito (automatico),88.0,5986.45
2913,4182-BGSIQ,nao,feminino,0,sim,sim,10.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,transferencia bancaria (automatica),19.8,196.75
2914,4183-MYFRB,nao,feminino,0,nao,nao,21.0,sim,nao,fibra otica,nao,sim,sim,nao,nao,sim,mes a mes,sim,cheque eletronico,90.05,1862.9
